Melting Temperature (°C),Bond Strength (MPa)
10.915426552763154,-4.451279404654893,
11.34725870681323,-4.460783654162308,
12.944107148626829,-4.470728971705875,
14.014627576563877,-4.478326897315066,
10.915426552763154,2.058293966810754,
11.34725870681323,3.1759679863423105,
12.944107148626829,0.697635349754286,
14.014627576563877,4.759919434648821,
10.915426552763154,20.6693212359779,
11.34725870681323,21.606394942321216,
12.944107148626829,66.76173956479997,
14.014627576563877,79.01182573063628,
