Surfactant Concentration (M),Hysteresis Loss (J/m³)
6.58607986599905,8.708742818937782,
12.852277506269276,4.407869338330376,
13.867684514834666,6.28293379555299,
17.44663433960661,-1.6047155388626617,
19.963859957264063,13.205635700723551,
6.58607986599905,4.043834737275162,
12.852277506269276,29.831680774034425,
13.867684514834666,-4.821067666492704,
17.44663433960661,150.9176316641828,
19.963859957264063,275.39814217755907,
6.58607986599905,-5.59026196004619,
12.852277506269276,-46.014751137416475,
13.867684514834666,105.61877524757139,
17.44663433960661,260.2202703966145,
19.963859957264063,-848.8931707896959,
