wt% (%),Dielectric Loss
3,1.7261573625601219,
4,3.2147787050972125,
11,28.718500723198552,
15,79.52907850419878,
18,-2.5497954509371095,
0.7966918277869905,6.596711882352576,
1.3081607597227118,6.392602088368754,
7.476514023735925,5.9445835912144105,
13.767884813372822,5.866109508449098,
14.035433686718605,5.865676278958421,
3.3857576994281846,-1.225877575480776,
15.390205636344207,47.590506026696836,
16.404747086184578,171.78873430719523,
18.53228589521574,299.1388123883623,
19.418372828759324,277.1535245908748,
3.592223322091952,1.8346347853562146,
4.816335748502556,1.6650804776023451,
7.247932213257153,1.5455536964139034,
11.428012991404945,1.342365535627956,
13.750012617949176,1.3211436762069182,
