UV Exposure Time (h),Pore Volume (cm³/g)
0.808955954782733,-5.426809756700541,
9.593423284982014,5.670604487244416,
13.459194219998789,-43.938511231678355,
0.808955954782733,-6.107804692826138,
9.593423284982014,-6.57885933103305,
13.459194219998789,-6.622476141843757,
0.808955954782733,7.819083320212762,
9.593423284982014,8.295957375994064,
13.459194219998789,9.637768945524405,
0.808955954782733,3.001817360020077,
9.593423284982014,2.8837236733411222,
13.459194219998789,4.858434052010873,
0.808955954782733,-2.6049576677509,
9.593423284982014,-3.3638504136940144,
13.459194219998789,-3.408781665933268,
