Particle Size (nm),Young’s Modulus (GPa)
0.7763450290109342,4.469121856243942,
1.893461426298979,4.922740310726446,
5.311532777430157,8.929430325302658,
5.337554677291763,6.51599458309894,
12.19371742607474,35.958607415543916,
0.7763450290109342,4.911725113425585,
1.893461426298979,5.032631508425971,
5.311532777430157,4.846338564095625,
5.337554677291763,4.970155630877403,
12.19371742607474,4.598508466146319,
0.7763450290109342,-4.55343152386483,
1.893461426298979,-4.315206484284533,
5.311532777430157,-4.687104341402642,
5.337554677291763,-4.675390996788652,
12.19371742607474,-4.898711203740374,
0.7763450290109342,6.664207677442069,
1.893461426298979,6.6596936136770495,
5.311532777430157,6.792225867314401,
5.337554677291763,6.566509810444687,
12.19371742607474,10.765340679243254,
0.7763450290109342,-1.480292696072902,
1.893461426298979,-1.5753587893498637,
5.311532777430157,-2.0088712865409915,
5.337554677291763,-2.0336898349429973,
12.19371742607474,-2.221466339460702,
