Filler Content (%),X-ray Diffraction Intensity
0.2420002733802118,8.780620975776754,
3.7575122023330665,8.172266190878428,
4.537216781351992,8.08346128766802,
11.735064444341209,7.85336495901235,
14.927472596413851,7.8356219156383276,
0.2420002733802118,1.0397290011507772,
3.7575122023330665,1.8489701070468745,
4.537216781351992,2.1249958816108965,
11.735064444341209,4.156496620369732,
14.927472596413851,2.0748487939262277,
0.2420002733802118,2.7653078301580383,
3.7575122023330665,2.1634793085325095,
4.537216781351992,2.1636660701377286,
11.735064444341209,1.8993224269250983,
14.927472596413851,1.8822633934877655,
0.2420002733802118,-4.231072179739403,
3.7575122023330665,-1.8259539671192573,
4.537216781351992,-4.276864780509552,
11.735064444341209,46.21654972689713,
14.927472596413851,-54.79679959275002,
0.2420002733802118,-1.521679784809722,
3.7575122023330665,1.666069929394737,
4.537216781351992,1.8396823203299988,
11.735064444341209,1.622417156807126,
14.927472596413851,-61.57972554905805,
