Loading Concentration (%),Surface Area (m²/g)
4.250048951293008,8.422140660598775,
8.939073909013722,7.875947182701102,
15.686761797964143,9.795907357063065,
4.250048951293008,-3.46380285406349,
8.939073909013722,-3.8065404847554483,
15.686761797964143,-3.961255367642269,
4.250048951293008,4.296917606683811,
8.939073909013722,4.1261368899674356,
15.686761797964143,4.066788876771427,
4.250048951293008,-1.875152362568935,
8.939073909013722,-1.9876701350784365,
15.686761797964143,-2.1579393853351467,
