Pressure (Pa),Heat Of Crystallization (J/g)
0.6067742672305831,3.472736707431367,
3.4205494928581603,3.1736152181057355,
5.876686704360699,3.052537024423868,
13.019423454119362,2.872052146512246,
16.426936152889244,2.8586439320184764,
17.084219256917063,2.8573841860835563,
0.6067742672305831,-1.1792916181103383,
3.4205494928581603,0.35568534565715826,
5.876686704360699,4.815108943540673,
13.019423454119362,48.7318456010035,
16.426936152889244,-154.68041310718988,
17.084219256917063,-62.174733470943444,
0.6067742672305831,7.807160377566594,
3.4205494928581603,8.623131821048835,
5.876686704360699,9.794117367582277,
13.019423454119362,15.583438621576054,
16.426936152889244,9.77498397386292,
17.084219256917063,12.028020820790818,
0.6067742672305831,7.731673091214176,
3.4205494928581603,7.452841338851299,
5.876686704360699,7.351462311895312,
13.019423454119362,7.068596014439002,
16.426936152889244,7.005268056418928,
17.084219256917063,7.000220168607534,
