Pore Size (nm),Porosity (%)
0.2701908500680128,-0.9960335859896301,0.18% Single-wall carbon nanotubes/PαMS
5.025646597196021,2.177641323319355,0.18% Single-wall carbon nanotubes/PαMS
10.354541846964171,25.662652376475748,0.18% Single-wall carbon nanotubes/PαMS
18.505858394938,347.2340541203495,0.18% Single-wall carbon nanotubes/PαMS
0.2701908500680128,5.347378131735165,0.31% Single-wall carbon nanotubes/PαMS
5.025646597196021,4.773022541224935,0.31% Single-wall carbon nanotubes/PαMS
10.354541846964171,4.55202456202179,0.31% Single-wall carbon nanotubes/PαMS
18.505858394938,4.507745085372141,0.31% Single-wall carbon nanotubes/PαMS
0.2701908500680128,-0.859694615609853,0.28% Single-wall carbon nanotubes/PαMS
5.025646597196021,-0.8569723970641181,0.28% Single-wall carbon nanotubes/PαMS
10.354541846964171,0.6066676448434345,0.28% Single-wall carbon nanotubes/PαMS
18.505858394938,8.735073077529407,0.28% Single-wall carbon nanotubes/PαMS
0.2701908500680128,2.6515158799030916,0.27% Single-wall carbon nanotubes/PαMS
5.025646597196021,2.3776236192489746,0.27% Single-wall carbon nanotubes/PαMS
10.354541846964171,2.025138838865852,0.27% Single-wall carbon nanotubes/PαMS
18.505858394938,1.8090228968596795,0.27% Single-wall carbon nanotubes/PαMS
0.2701908500680128,-5.487926240213691,0.19% Single-wall carbon nanotubes/PαMS
5.025646597196021,-4.998056423512461,0.19% Single-wall carbon nanotubes/PαMS
10.354541846964171,-4.584893163179826,0.19% Single-wall carbon nanotubes/PαMS
18.505858394938,7.978262604485078,0.19% Single-wall carbon nanotubes/PαMS
