Thickness (µm),Intrinsic Viscosity (dl/g)
6.066692913540079,6.141289341498709,
8.33428160524116,6.152789593313345,
15.216263049461691,5.9294869402922,
17.01552033492706,5.910350176192915,
6.066692913540079,1.4145897167021149,
8.33428160524116,5.544564168003273,
15.216263049461691,100.62411843096754,
17.01552033492706,42.10728783257953,
6.066692913540079,6.147335526319106,
8.33428160524116,7.125614556346331,
15.216263049461691,4.428790585273445,
17.01552033492706,15.506530813467505,
