Dielectric Loss,Elastic Modulus (GPa)
1.2536152392070399,7.426415039102972,
7.12912427663297,6.698517082011888,
12.538407774749583,6.5960039238178725,
14.142244532320266,6.58653771088873,
16.779784139775767,6.579582875132266,
19.15164397955507,6.576205466006486,
1.2536152392070399,0.3785585170891117,
7.12912427663297,-0.054922586549403574,
12.538407774749583,-0.21159388947950014,
14.142244532320266,-0.256111325737826,
16.779784139775767,-0.2966849869937857,
19.15164397955507,-0.33830279828426313,
1.2536152392070399,7.366271904267903,
7.12912427663297,6.9945442265266635,
12.538407774749583,6.879275536611167,
14.142244532320266,6.868765762531129,
16.779784139775767,6.860870220227895,
19.15164397955507,6.857517692223824,
