Filler Content (%),Crystallinity (%)
7.577149628448476,1.8617249866550267,
9.592731880038944,1.7918300408024757,
9.845563898298057,0.953830264708946,
15.32036431533082,1.6061687310877022,
18.5736955435154,11.38652911396116,
19.24848758380576,21.918198809015568,
7.577149628448476,8.885862322082644,
9.592731880038944,16.43274355215467,
9.845563898298057,21.961310575058008,
15.32036431533082,140.01984592178454,
18.5736955435154,184.45949299346583,
19.24848758380576,318.839310832725,
7.577149628448476,7.806202699833476,
9.592731880038944,7.802826331663995,
9.845563898298057,7.763632877703313,
15.32036431533082,7.602603516615857,
18.5736955435154,7.542499381877006,
19.24848758380576,7.5348520113851905,
