Pore Size (nm),Electrical Conductivity (S/m)
11.12421920208596,35.593124061815736,
15.095757992590116,267.4062481071972,
16.12948600473396,15.882962700142441,
11.12421920208596,4.397321123267151,
15.095757992590116,4.368878699127874,
16.12948600473396,4.365938101452038,
11.12421920208596,2.8337866203581825,
15.095757992590116,-0.8723853712931149,
16.12948600473396,0.44664766897511177,
11.12421920208596,-3.129904962944992,
15.095757992590116,-3.255480494586442,
16.12948600473396,-3.2567644706333025,
11.12421920208596,10.360235393804977,
15.095757992590116,10.377793197855652,
16.12948600473396,9.099854890903188,
