Young’s Modulus (GPa),Dielectric Loss
1.726161815237497,4.657445651803505,
3.1500354667122,4.632657638097125,
10.219613026379196,35.3367994301605,
16.655112737980204,278.4665974599831,
1.726161815237497,-7.361797360399901,
3.1500354667122,-7.439791744304311,
10.219613026379196,-7.862977576782277,
16.655112737980204,-7.898203132911572,
1.726161815237497,5.66607746745828,
3.1500354667122,5.976353570772076,
10.219613026379196,5.758208392905942,
16.655112737980204,7.483533960437451,
1.726161815237497,3.992557524920217,
3.1500354667122,3.7868750337076618,
10.219613026379196,42.125350658418554,
16.655112737980204,119.23625173475507,
