EV (V),Zero-shear Viscosity (Pa·s)
9.632206335891233,-3.2213652377148696,
15.668790551073945,-3.2659141227985367,
16.932170928491683,-3.2687729970145085,
19.89284551636889,-3.2723391858345097,
9.632206335891233,-2.4617214343843803,
15.668790551073945,-2.5070959116625433,
16.932170928491683,-2.5098691094773775,
19.89284551636889,-2.5132606838208162,
9.632206335891233,-6.942601831544836,
15.668790551073945,-7.111736610118959,
16.932170928491683,-7.125001317727956,
19.89284551636889,-7.183020904558083,
9.632206335891233,-0.11231980927337226,
15.668790551073945,-0.2790292526302843,
16.932170928491683,-0.3114124822361361,
19.89284551636889,-0.3607266604083265,
9.632206335891233,0.05579116767104958,
15.668790551073945,-0.11034045592387876,
16.932170928491683,-0.13410935730690127,
19.89284551636889,-0.18935359661805135,
