Volume Fraction (%),Coercivity (A/m)
2.3497797033582213,-5.186137912930802,
3.9360272008923203,-5.460936520629889,
10.692146254727017,-3.3832021293028354,
12.905068392280665,-5.11573104889595,
16.16687252123133,-10.0552019310636,
2.3497797033582213,4.794140712847041,
3.9360272008923203,5.137338107213136,
10.692146254727017,61.213074432197374,
12.905068392280665,-18.300445797472317,
16.16687252123133,-30.76713645734083,
2.3497797033582213,-1.6649375436761338,
3.9360272008923203,-1.8747739072327416,
10.692146254727017,-2.048318309242048,
12.905068392280665,-2.106551127516499,
16.16687252123133,-2.183029691462934,
2.3497797033582213,1.9293250605496453,
3.9360272008923203,1.6033283723873444,
10.692146254727017,1.3332643950405247,
12.905068392280665,1.3006536536490716,
16.16687252123133,1.2060696836461582,
