Film Thickness (µm),Complex Modulus (Pa)
0.8842788720052486,5.279339980244387,
8.682691570692056,14.854756448319476,
11.444642210417422,30.923259872477026,
14.409060648924804,38.43806782550217,
14.66285252155826,239.95602447593507,
0.8842788720052486,2.0626054370128166,
8.682691570692056,3.4814109078751865,
11.444642210417422,7.771388616507121,
14.409060648924804,9.004076038697185,
14.66285252155826,10.982946377333649,
0.8842788720052486,-1.2366849773131485,
8.682691570692056,-1.928866975519673,
11.444642210417422,-2.0899377828165235,
14.409060648924804,-2.1786120407083898,
14.66285252155826,-2.1983682632787236,
0.8842788720052486,1.6016270118394553,
8.682691570692056,0.7216599752947613,
11.444642210417422,0.6778687084378097,
14.409060648924804,0.6603292569183884,
14.66285252155826,0.6589814431848189,
