Ultrasound Power (W),Loss Modulus (Pa)
2.2549573265993206,4.856074539333338,
2.316082791517098,3.8418605869094558,
7.5735926461745,9.570068080223763,
8.877255766076914,20.014546569815717,
17.05524333607083,542.8059616456844,
2.2549573265993206,2.1874385208879237,
2.316082791517098,1.3881301565428426,
7.5735926461745,2.3131029095547313,
8.877255766076914,-0.6338413543820987,
17.05524333607083,0.9734976152293653,
2.2549573265993206,3.6200698543986434,
2.316082791517098,3.3548462459088197,
7.5735926461745,3.1143662360100524,
8.877255766076914,3.090088039587931,
17.05524333607083,3.0155560561668775,
2.2549573265993206,9.322714339491958,
2.316082791517098,8.742168912730168,
7.5735926461745,14.26020218548116,
8.877255766076914,8.823542992548383,
17.05524333607083,79.97112788255602,
