Elongation At Break (%),Bet Surface Area
0.6128085384121507,1.7630427505160342,0.33% Zirconium dioxide/Poly(methyl methacrylate)
7.4821762983989455,1.3264345311070995,0.33% Zirconium dioxide/Poly(methyl methacrylate)
15.578510700080939,1.0058493539447848,0.33% Zirconium dioxide/Poly(methyl methacrylate)
16.44504433382871,0.989430224585534,0.33% Zirconium dioxide/Poly(methyl methacrylate)
18.95990020870909,0.9339821634840562,0.33% Zirconium dioxide/Poly(methyl methacrylate)
0.6128085384121507,-4.405020480224895,0.44% Zirconium dioxide/Poly(methyl methacrylate)
7.4821762983989455,-3.747591627987264,0.44% Zirconium dioxide/Poly(methyl methacrylate)
15.578510700080939,1.0726526718050184,0.44% Zirconium dioxide/Poly(methyl methacrylate)
16.44504433382871,1.0196519573642195,0.44% Zirconium dioxide/Poly(methyl methacrylate)
18.95990020870909,7.715205472604218,0.44% Zirconium dioxide/Poly(methyl methacrylate)
0.6128085384121507,-3.163982541009153,0.27% Zirconium dioxide/Poly(methyl methacrylate)
7.4821762983989455,-3.7094007682082095,0.27% Zirconium dioxide/Poly(methyl methacrylate)
15.578510700080939,-4.033519821940728,0.27% Zirconium dioxide/Poly(methyl methacrylate)
16.44504433382871,-4.066998430551951,0.27% Zirconium dioxide/Poly(methyl methacrylate)
18.95990020870909,-4.098606629024726,0.27% Zirconium dioxide/Poly(methyl methacrylate)
0.6128085384121507,-7.253428367164787,0.98% Zirconium dioxide/Poly(methyl methacrylate)
7.4821762983989455,-7.871571239003318,0.98% Zirconium dioxide/Poly(methyl methacrylate)
15.578510700080939,-7.96726640794321,0.98% Zirconium dioxide/Poly(methyl methacrylate)
16.44504433382871,-7.970062550208361,0.98% Zirconium dioxide/Poly(methyl methacrylate)
18.95990020870909,-7.973789729539126,0.98% Zirconium dioxide/Poly(methyl methacrylate)
0.6128085384121507,1.4795532362356356,0.02% Zirconium dioxide/Poly(methyl methacrylate)
7.4821762983989455,3.793103138663791,0.02% Zirconium dioxide/Poly(methyl methacrylate)
15.578510700080939,3.9321129217492787,0.02% Zirconium dioxide/Poly(methyl methacrylate)
16.44504433382871,15.726112468499569,0.02% Zirconium dioxide/Poly(methyl methacrylate)
18.95990020870909,-2.200471094270709,0.02% Zirconium dioxide/Poly(methyl methacrylate)
