Hardness (HV),Ionic Conductivity (S/m)
6.064571702512129,0.27505250533681513,
6.7973102307610445,-0.033315821457194694,
10.224048463739933,2.173865506631328,
13.388703633579517,6.459546666625181,
19.281558878388033,-3.0695878647988133,
6.064571702512129,7.261130441193594,
6.7973102307610445,7.215176893582643,
10.224048463739933,7.124444334269214,
13.388703633579517,7.0949198906846105,
19.281558878388033,7.079283302846651,
6.064571702512129,4.765271179233519,
6.7973102307610445,4.581734620253163,
10.224048463739933,6.1515049886290445,
13.388703633579517,6.144816046244782,
19.281558878388033,23.070303773130963,
6.064571702512129,-5.61525284554701,
6.7973102307610445,-5.361970369537015,
10.224048463739933,-3.429833976764648,
13.388703633579517,-9.015000616557774,
19.281558878388033,6.990782607175419,
