Dispersing Time (min),Porosity (%)
4.369987454748867,3.918284470467546,
5.370900993223946,3.920218272724721,
6.873531443697505,3.8425135302787012,
14.941572099880728,3.7144683820827566,
17.852414820349182,3.7086179767104,
18.22211032271285,3.7079003905454466,
4.369987454748867,1.4109239078437916,
5.370900993223946,4.661609445779224,
6.873531443697505,10.291438004367135,
14.941572099880728,164.76555613014992,
17.852414820349182,507.77926377240857,
18.22211032271285,532.2455539020734,
4.369987454748867,-0.9941687112274755,
5.370900993223946,-1.128457187015159,
6.873531443697505,-1.2072986936128796,
14.941572099880728,-1.4510271384858164,
17.852414820349182,-1.519511251801717,
18.22211032271285,-1.5236977447202258,
