Pore Volume (cm³/g),Porosity (%)
3.0153324610616727,9.84468231459383,
3.773475387232894,8.911484287945123,
12.973314286123951,7.236477932259037,
15.833052090162091,8.400011707869217,
16.513618493453038,19.60245511649459,
18.087280351635798,13.737189981094934,
3.0153324610616727,-2.2439099465026544,
3.773475387232894,-2.3254819002419493,
12.973314286123951,-2.726103520562746,
15.833052090162091,8.916779837956941,
16.513618493453038,-7.150927440959688,
18.087280351635798,-2.7255118440991772,
3.0153324610616727,2.059395385944851,
3.773475387232894,1.9873753014697306,
12.973314286123951,1.6911734856542928,
15.833052090162091,1.6797255253438999,
16.513618493453038,1.6784845743219092,
18.087280351635798,1.6754161057494341,
