wt% (%),Charge Transfer Resistance (Ω·m²)
5.321687535323559,0.8959396338776289,
10.27168855604975,0.6303709132319653,
15.14395568688414,0.48321644694267823,
5.321687535323559,-2.3859904668469607,
10.27168855604975,-2.595491593171075,
15.14395568688414,-2.708272654442111,
5.321687535323559,3.4686134386526373,
10.27168855604975,3.317523890597261,
15.14395568688414,3.2810640865958725,
5.321687535323559,-1.373848227328207,
10.27168855604975,-1.560487315255411,
15.14395568688414,-1.7249369025753798,
5.321687535323559,-7.2443226619311485,
10.27168855604975,-7.355436058200558,
15.14395568688414,-7.3975328921303865,
