Drying Temperature (°C),Electrical Resistivity (Ω·m)
0.4471548628681621,-4.063604626620007,
9.928806528437024,-4.709331857996446,
12.187189145457516,-4.746018712410785,
12.840980361336943,-4.7851566230973415,
17.420734780221242,-4.883780385895386,
0.4471548628681621,-0.675694249117021,
9.928806528437024,-1.268771654252733,
12.187189145457516,20.136626054827346,
12.840980361336943,45.83275566974244,
17.420734780221242,350.6429597261577,
0.4471548628681621,-2.260960026704134,
9.928806528437024,-2.8931914635514597,
12.187189145457516,-2.967534621904012,
12.840980361336943,-2.9846495673336255,
17.420734780221242,-3.070069805542279,
0.4471548628681621,4.861382830044013,
9.928806528437024,4.196751808026804,
12.187189145457516,4.176911111245616,
12.840980361336943,4.171109037079963,
17.420734780221242,4.156682849938767,
0.4471548628681621,7.042896773621321,
9.928806528437024,8.098187193893905,
12.187189145457516,47.96377112925752,
12.840980361336943,42.30792732943114,
17.420734780221242,-33.907030129805804,
