Nanoparticle Volume (%),Oxidation Potential (V)
1.582253370591884,-5.139837512207984,
6.090138445696798,-3.233300735003409,
8.08250614955724,-5.62673692824692,
12.829136254159103,55.68156534580055,
17.660851948485043,-113.92430129929984,
1.582253370591884,1.640903557280632,
6.090138445696798,1.9351904571073402,
8.08250614955724,2.287499093966987,
12.829136254159103,2.473933669539908,
17.660851948485043,16.117029528084874,
1.582253370591884,0.5004484402634968,
6.090138445696798,-0.0645700223287149,
8.08250614955724,-0.11531758774905852,
12.829136254159103,-0.1894989757892328,
17.660851948485043,-0.20737392689931286,
