Volume Fraction (%),Magnetic Permeability (H/m)
2.3636954386295295,-2.370773873402993,
3.0677175792118794,-2.2747622038505657,
8.096977425602706,-2.6041558683244452,
15.346700878232705,-2.6836708830264806,
19.23087024970155,-2.690233886544933,
2.3636954386295295,3.671431295195165,
3.0677175792118794,3.5087132744699403,
8.096977425602706,4.287860607601399,
15.346700878232705,11.051988532032095,
19.23087024970155,10.802648508696066,
2.3636954386295295,5.911325008154332,
3.0677175792118794,6.173148801602686,
8.096977425602706,8.09919966732032,
15.346700878232705,13.441791649543942,
19.23087024970155,-3.2185297377593756,
