Aging Time (h),Magnetic Anisotropy (J/m³)
3.7864700928880546,2.8565960909899335,0.74% alumina/PPSU
13.39086596568687,72.9655488426116,0.74% alumina/PPSU
14.37310825910956,127.3710394608529,0.74% alumina/PPSU
3.7864700928880546,-6.64580383704712,0.76% alumina/PPSU
13.39086596568687,-7.0747800629814614,0.76% alumina/PPSU
14.37310825910956,-7.105788483760248,0.76% alumina/PPSU
3.7864700928880546,-2.06153648558356,0.12% alumina/PPSU
13.39086596568687,2.758512895578426,0.12% alumina/PPSU
14.37310825910956,3.9371564677842192,0.12% alumina/PPSU
3.7864700928880546,0.4742560593006202,0.7% alumina/PPSU
13.39086596568687,0.1548756098628251,0.7% alumina/PPSU
14.37310825910956,0.14917532209158904,0.7% alumina/PPSU
