Pressure (Pa),Poisson’s Ratio
1.6089235040558236,0.34280190718399006,
11.43440382129971,3.66307133456227,
14.21774650034302,3.889221628228479,
15.186346866611181,8.139047337580397,
15.882288255164955,-2.984192828569621,
16.488153818334453,9.095957098429079,
1.6089235040558236,6.312364204530573,
11.43440382129971,5.698549807955319,
14.21774650034302,5.681691637991904,
15.186346866611181,5.678651222241796,
15.882288255164955,5.675579597865008,
16.488153818334453,5.675087139604869,
1.6089235040558236,2.008137605323888,
11.43440382129971,1.452870700970357,
14.21774650034302,1.3878107251462728,
15.186346866611181,1.3375454516579095,
15.882288255164955,1.3363042852998945,
16.488153818334453,1.3241892888957691,
1.6089235040558236,-4.45214700289556,
11.43440382129971,-4.990038238835738,
14.21774650034302,-5.1182915197144885,
15.186346866611181,-5.124312544254093,
15.882288255164955,-5.147832354807687,
16.488153818334453,-5.155158663416492,
