Dielectric Loss,Loss Factor
2.4952772309531746,-0.5186301822072064,
3.9515343094843303,-0.3181231860699629,
11.062433526151707,-2.890420659366886,
13.344705793893667,-0.23127140481444552,
15.76282723504951,10.916146162525719,
2.4952772309531746,-3.4258091763080896,
3.9515343094843303,-3.029711890058631,
11.062433526151707,-1.5334717086547989,
13.344705793893667,-1.1605924567233474,
15.76282723504951,-4.459122209728104,
2.4952772309531746,4.238667002890345,
3.9515343094843303,3.690168474298728,
11.062433526151707,14.310983534340343,
13.344705793893667,15.656679654410835,
15.76282723504951,144.99335842040367,
2.4952772309531746,1.9767033067380468,
3.9515343094843303,1.8650127193954193,
11.062433526151707,1.5669610960580016,
13.344705793893667,1.4918218346217837,
15.76282723504951,1.4083394658755415,
