Calcination Time (h),Coefficient Of Thermal Expansion (1/K)
0.4160582122364831,-6.549343699530892,
10.746134960261502,31.876519815083086,
11.669369341380488,16.621956339161542,
11.675275896820871,43.14015437565601,
0.4160582122364831,0.009860064192762863,
10.746134960261502,-1.0511018819917204,
11.669369341380488,-1.0574323612519883,
11.675275896820871,-1.058442548718921,
0.4160582122364831,4.186831380064275,
10.746134960261502,-4.275093002833559,
11.669369341380488,51.12333315817833,
11.675275896820871,37.263006671614285,
