Pore Volume (cm³/g),Bulk Modulus (GPa)
6.926522752603283,3.0325333421878398,
11.37503342911322,2.840577349426773,
12.877690140329484,2.7671558100906193,
14.155951782673196,2.7424836353687154,
18.628875360248617,2.667979279062496,
6.926522752603283,1.5237746935306098,
11.37503342911322,1.3778850596783143,
12.877690140329484,1.3637413740927844,
14.155951782673196,1.31417618789516,
18.628875360248617,1.2289446420404726,
6.926522752603283,4.733822987945613,
11.37503342911322,32.95336154769157,
12.877690140329484,21.440031012077696,
14.155951782673196,50.37050719705097,
18.628875360248617,33.97662224659348,
6.926522752603283,0.10811923707751392,
11.37503342911322,-0.11796902010963517,
12.877690140329484,-0.15965206639190832,
14.155951782673196,-0.20325319146858103,
18.628875360248617,-0.27816162320021104,
