Incubation Temperature (°C),Impact Strength (kJ/m²)
2.5417357153861087,6.367878362112968,
7.768483053757778,6.104176322754939,
11.220395088683981,6.039280240173359,
13.905289263873248,6.019140960581164,
19.65590354553718,6.006071471686354,
2.5417357153861087,4.577981919258601,
7.768483053757778,12.24534888682061,
11.220395088683981,55.9539114750267,
13.905289263873248,15.187693972192832,
19.65590354553718,1380.9156705346911,
2.5417357153861087,-6.870968175728736,
7.768483053757778,-6.651201642635725,
11.220395088683981,-5.58268568020986,
13.905289263873248,0.0503629303055515,
19.65590354553718,-8.388779086488018,
2.5417357153861087,1.940161437745128,
7.768483053757778,1.523639582963854,
11.220395088683981,1.4669848183526875,
13.905289263873248,1.4447197764192925,
19.65590354553718,1.4329534331677767,
