Curing Time (min),Conductivity (S/m)
0.9647635215369177,-1.6911246348457576,0.74% PAN
5.872330792740121,-2.0911653284209333,0.74% PAN
9.005398797263833,-2.109555219385829,0.74% PAN
10.409184832910082,-2.1743436033929266,0.74% PAN
11.805902387961904,-2.231250612166826,0.74% PAN
0.9647635215369177,-1.7066661720604148,0.33% PAN
5.872330792740121,-1.3821522938214275,0.33% PAN
9.005398797263833,-1.4646332938463928,0.33% PAN
10.409184832910082,0.43089835296079837,0.33% PAN
11.805902387961904,-1.7098218347725922,0.33% PAN
0.9647635215369177,7.535228582014209,0.01% PAN
5.872330792740121,6.96140224543708,0.01% PAN
9.005398797263833,6.872006728107232,0.01% PAN
10.409184832910082,6.851932006586736,0.01% PAN
11.805902387961904,6.8387212890604685,0.01% PAN
