Curing Temperature (°C),Kinematic Viscosity (mm²/s)
3.4302417268537133,-2.929813629261979,
9.557139746478317,-3.174892588238004,
10.395350646631261,-3.1891352055082005,
12.777916787805268,-3.210847676181359,
13.395936308540474,-3.2124385599283776,
3.4302417268537133,3.516814704178988,
9.557139746478317,3.154429922403085,
10.395350646631261,3.150030812927148,
12.777916787805268,3.0733568831433273,
13.395936308540474,3.0449644086614587,
3.4302417268537133,1.9894191384376196,
9.557139746478317,2.6975034743805972,
10.395350646631261,3.0805458115322,
12.777916787805268,2.289616325116214,
13.395936308540474,5.420351987511973,
3.4302417268537133,-1.226837869055259,
9.557139746478317,-0.4705404548096208,
10.395350646631261,0.008998862588354584,
12.777916787805268,-0.27701861844879705,
13.395936308540474,7.613630772290239,
3.4302417268537133,-4.012313184691696,
9.557139746478317,-1.497769654060352,
10.395350646631261,-4.3427502564295475,
12.777916787805268,-2.7771534901544808,
13.395936308540474,-1.2860659971070794,
