Thickness (µm),Electronic Conductivity (S/m)
0.2496592288532673,-2.2945699012636123,
16.065601556138823,-3.3759232470074423,
19.61523740374602,-3.4345684946426096,
0.2496592288532673,6.7172278364506655,
16.065601556138823,433.4437565861311,
19.61523740374602,863.2154940121865,
0.2496592288532673,4.998575581217253,
16.065601556138823,14.555304001778403,
19.61523740374602,22.98287460213932,
0.2496592288532673,6.800494611728755,
16.065601556138823,5.742001587483464,
19.61523740374602,5.736552820845304,
0.2496592288532673,-5.069288436464905,
16.065601556138823,-5.776674371300173,
19.61523740374602,-5.836144146752661,
