filler labels,Ionic Conductivity (S/m)
5.98283001620568,11.20642650411058,
8.165829043703601,9.912951340480028,
9.478024140499135,22.810419674008685,
10.953466141887024,12.721281713618742,
5.98283001620568,-4.741065781371925,
8.165829043703601,-4.829697881062771,
9.478024140499135,-4.857121053577123,
10.953466141887024,-4.938254323905391,
5.98283001620568,-4.327144612881599,
8.165829043703601,-4.477625386890671,
9.478024140499135,-2.696547271551072,
10.953466141887024,-2.3534153187023907,
