Particle Size (nm),Heat Of Crystallization (J/g)
0.34424272666650824,-2.949432344837834,
3.239238809928271,-3.2728146571508296,
15.943930940961781,-3.7235197523457706,
19.19090139355507,-3.729042312319836,
0.34424272666650824,-3.369144350093824,
3.239238809928271,-3.3813458892337067,
15.943930940961781,-4.640460127062049,
19.19090139355507,-4.544104871707972,
0.34424272666650824,4.979717405835452,
3.239238809928271,4.408474949274924,
15.943930940961781,4.0715074184397775,
19.19090139355507,4.065482936545265,
0.34424272666650824,-3.1845515387556187,
3.239238809928271,-3.9303656478069047,
15.943930940961781,-4.293079503669466,
19.19090139355507,-4.299365148787308,
