Ultrasound Time (min),Passivation Current Density (A/m²)
4.996130661357611,8.41799755762509,
6.353498354291753,10.842422986472062,
15.379504714051249,35.37067450972371,
4.996130661357611,-0.6391768347110874,
6.353498354291753,-0.7353967889653953,
15.379504714051249,-1.073213631491906,
4.996130661357611,3.8521906898704703,
6.353498354291753,3.75818589102244,
15.379504714051249,3.3897744145923117,
4.996130661357611,4.288696966282423,
6.353498354291753,5.973577245522984,
15.379504714051249,10.411026682279754,
4.996130661357611,1.81539972038225,
6.353498354291753,1.7869468465074787,
15.379504714051249,1.466648704549263,
