Calcination Temperature (°C),Flexural Strength (MPa)
9.097197419706507,-1.0680529351472758,
13.359198481125684,-1.1156427357359273,
19.74556945240161,-1.1318398914830756,
9.097197419706507,-1.0038198606576691,
13.359198481125684,-1.5931644026001006,
19.74556945240161,2.139349579875743,
9.097197419706507,-0.5836014767962641,
13.359198481125684,-2.6694687532089003,
19.74556945240161,1.8330772875033343,
9.097197419706507,1.584787944798098,
13.359198481125684,1.4633412835852628,
19.74556945240161,1.325738770473377,
