Young’s Modulus (GPa),Shear Modulus (GPa)
5.5741161581754195,2.5966696028571232,
8.47797152518779,11.781061171038719,
9.834802146496308,12.674092619678825,
13.872199147938844,65.32543715297139,
17.177757125835768,-143.70316146105569,
5.5741161581754195,0.03966441783905428,
8.47797152518779,-0.015631904272417618,
9.834802146496308,-0.12392164268424011,
13.872199147938844,-0.2507207066565508,
17.177757125835768,-0.30875597011956746,
5.5741161581754195,-3.6525703170140567,
8.47797152518779,-3.7682133918070364,
9.834802146496308,-3.799391376814513,
13.872199147938844,-3.831986313256524,
17.177757125835768,-3.8419541829050767,
5.5741161581754195,0.6511838489185898,
8.47797152518779,0.5364512574065137,
9.834802146496308,0.5018955111857217,
13.872199147938844,0.4661811897539442,
17.177757125835768,0.4554720933795371,
5.5741161581754195,-1.1286659083583477,
8.47797152518779,0.3826129671740337,
9.834802146496308,0.8689833486090643,
13.872199147938844,0.833554252649392,
17.177757125835768,-0.9576898863615613,
