Loading Concentration (%),Tensile Strength (MPa)
0.22429324827655472,-0.4290419056383913,
1.1395653581637766,-0.24939061221338776,
7.127195894759144,1.541955178747271,
18.06328933655664,0.36872278160004335,
0.22429324827655472,2.496455969360626,
1.1395653581637766,2.8500943022602865,
7.127195894759144,9.897544498453552,
18.06328933655664,533.7892916210868,
0.22429324827655472,0.9379553286451742,
1.1395653581637766,1.1960762848311182,
7.127195894759144,0.5562623152047079,
18.06328933655664,10.476093462850637,
0.22429324827655472,8.08870701872487,
1.1395653581637766,7.768601475587537,
7.127195894759144,7.124243595472675,
18.06328933655664,7.0111604266405525,
