Storage Time (days),Thermal Resistance (K/W)
2.649353780135535,5.906248829138661,
2.9108504041739347,5.783157063846019,
4.916035907966818,5.699949364123363,
5.145379591940551,5.643357635523908,
19.5669495743935,5.43778364642682,
2.649353780135535,3.569958050436076,
2.9108504041739347,3.6387899673551694,
4.916035907966818,3.3971385799465965,
5.145379591940551,3.3945105970253087,
19.5669495743935,3.1655898927553436,
2.649353780135535,7.078157696412047,
2.9108504041739347,7.041734780857972,
4.916035907966818,6.787513712107618,
5.145379591940551,6.756338206722157,
19.5669495743935,6.576528972364026,
2.649353780135535,-5.953070220317965,
2.9108504041739347,-6.063945241303453,
4.916035907966818,-5.9877490411867935,
5.145379591940551,-6.141255645508196,
19.5669495743935,-6.523687512823953,
2.649353780135535,-2.324641591456543,
2.9108504041739347,-1.3898243849413179,
4.916035907966818,-1.4530450397944885,
5.145379591940551,-0.9244103079278876,
19.5669495743935,0.6001106730970487,
