Loading Concentration (%),Porosity (%)
0.24815219187324766,-6.157712460292822,
10.472657175075542,-7.098068596549655,
13.860098910296877,-7.130884274505862,
0.24815219187324766,8.883956700706813,
10.472657175075542,24.86426716554647,
13.860098910296877,68.46546878270166,
0.24815219187324766,-1.1693617979947435,
10.472657175075542,-2.401194444990062,
13.860098910296877,-2.426951673140388,
0.24815219187324766,-2.717334366345439,
10.472657175075542,-3.6473305751025666,
13.860098910296877,-3.677414719838989,
