Annealing Temperature (°C),Heat Of Crystallization (J/g)
1.4615988270439306,5.3398690431093705,
5.406150676015205,7.125333188950334,
7.187682201917371,7.639373895270305,
8.715003896739953,5.008873736587722,
13.592900273983426,8.634663054864195,
13.634955234424464,4.115767406457946,
1.4615988270439306,0.8311445551060628,
5.406150676015205,0.3549637253475332,
7.187682201917371,0.29555552407626384,
8.715003896739953,0.1944665556493962,
13.592900273983426,0.0664265111503935,
13.634955234424464,0.058696158622031674,
1.4615988270439306,-6.137329264508879,
5.406150676015205,-6.203906590283553,
7.187682201917371,-6.206986296299628,
8.715003896739953,-6.332269824977355,
13.592900273983426,-6.4472813499209956,
13.634955234424464,-6.428798305978194,
