Crosslinking Density (mol/m³),Specific Viscosity
0.7574556310839187,-5.158721214346374,
10.322663199579017,-3.7597205236545066,
12.16357013356519,-2.41638909705961,
15.725443993546875,2.5064098234770604,
0.7574556310839187,-6.755601432293236,
10.322663199579017,-5.4351804076048955,
12.16357013356519,-7.650868745072372,
15.725443993546875,-11.070783264314027,
0.7574556310839187,1.4400312114747709,
10.322663199579017,1.1273366155953002,
12.16357013356519,1.0649468319302957,
15.725443993546875,0.9696472487717314,
0.7574556310839187,1.2695872255648233,
10.322663199579017,0.31829979253229,
12.16357013356519,0.27388842277186803,
15.725443993546875,0.18442395247297985,
0.7574556310839187,-5.116927606640014,
10.322663199579017,-5.614463632811804,
12.16357013356519,-5.661595682828748,
15.725443993546875,-5.7292372462541135,
