Hardness (HV),Hysteresis Loss (J/m³)
4.1435932204576265,-5.777139692513175,
11.019336071332837,11.064067999522809,
13.607332940916665,47.78917220446128,
14.950701589639419,66.73440745795548,
4.1435932204576265,4.889362107078105,
11.019336071332837,6.265300596802034,
13.607332940916665,3.267710200236317,
14.950701589639419,1.345522600164041,
4.1435932204576265,6.290486588517747,
11.019336071332837,5.997602674964413,
13.607332940916665,5.899278371187046,
14.950701589639419,5.899319121808528,
4.1435932204576265,-0.29541157460314516,
11.019336071332837,6.2468721783131285,
13.607332940916665,0.004371343959316043,
14.950701589639419,-1.162400935119492,
