Elongation At Break (%),Surface Area (m²/g)
2.4226901922853594,4.067679770013223,
6.483412864210745,6.278935390096096,
11.077250613591174,28.187331838950996,
16.378367620088063,287.1978647860306,
2.4226901922853594,6.7797276636476465,
6.483412864210745,6.746561801229897,
11.077250613591174,8.576743667169014,
16.378367620088063,15.585332137402663,
2.4226901922853594,7.352977226849914,
6.483412864210745,14.613535290298271,
11.077250613591174,29.27147065170918,
16.378367620088063,241.97435599945283,
2.4226901922853594,7.951410715667581,
6.483412864210745,7.892197756798611,
11.077250613591174,7.7079813467558225,
16.378367620088063,7.572579832866197,
