Tensile Strength (MPa),Shear Viscosity (Pa·s)
2.128186544990649,1.87814295027842,
4.273271419098396,3.1950967003659327,
12.675465169264918,35.14820399069385,
14.969969760564776,58.51961126957589,
15.884209581392696,252.48389154750265,
17.93229246020017,185.87616072078367,
2.128186544990649,-5.9325276818849035,
4.273271419098396,-3.56911788844726,
12.675465169264918,43.63691371356104,
14.969969760564776,150.98028005833538,
15.884209581392696,184.0275530349748,
17.93229246020017,-96.46602509884433,
2.128186544990649,7.6470021185111205,
4.273271419098396,7.554183521398092,
12.675465169264918,7.28026606264329,
14.969969760564776,7.269069092828225,
15.884209581392696,7.266571550681151,
17.93229246020017,7.26228367231649,
2.128186544990649,0.08813910316529538,
4.273271419098396,2.667605417693826,
12.675465169264918,37.78052783305205,
14.969969760564776,19.242897886955152,
15.884209581392696,239.1873849646357,
17.93229246020017,375.480379332172,
2.128186544990649,-3.4530478247398504,
4.273271419098396,-3.97549526322276,
12.675465169264918,-2.909248929976243,
14.969969760564776,-3.4168041882136144,
15.884209581392696,-1.0677179528464311,
17.93229246020017,3.5139175615762515,
