Filler Content (%),Porosity (%)
1.4336543163734161,-4.363007719735537,
8.312290910663847,4.445423236607976,
14.498044447166702,95.46273464349865,
1.4336543163734161,-5.555183932863988,
8.312290910663847,-6.83133507820666,
14.498044447166702,-1.2564891241847587,
1.4336543163734161,-5.334994544660316,
8.312290910663847,-5.952363965852464,
14.498044447166702,-6.021783436022715,
1.4336543163734161,-2.740504533899398,
8.312290910663847,-3.3028358298896365,
14.498044447166702,-3.3711126847661874,
