vol%,Tensile Strength (MPa)
4.983607500676435,4.211166599944471,
6.5867773399656215,4.027496288416051,
6.7222673631996965,4.012332965311753,
12.077045898747,3.7593389252470764,
13.698890943148607,3.732590787342865,
19.8809336510462,3.6132380334234826,
4.983607500676435,-4.832135540830083,
6.5867773399656215,-4.942952501976423,
6.7222673631996965,-4.939806172403705,
12.077045898747,-5.046480367841946,
13.698890943148607,-5.058265174487501,
19.8809336510462,-5.072007707020851,
4.983607500676435,8.117053384792467,
6.5867773399656215,8.836038433410268,
6.7222673631996965,9.075508205616295,
12.077045898747,9.187773664516182,
13.698890943148607,14.043510230624882,
19.8809336510462,2.6085865493753504,
4.983607500676435,3.1426770991909976,
6.5867773399656215,3.113024610584029,
6.7222673631996965,3.069926545390919,
12.077045898747,2.9779651517807175,
13.698890943148607,2.969072002757111,
19.8809336510462,2.954108088903326,
4.983607500676435,8.161113909602966,
6.5867773399656215,7.407053346482206,
6.7222673631996965,6.930396525215696,
12.077045898747,22.289833706105775,
13.698890943148607,-0.6874508425892163,
19.8809336510462,-423.74735634693553,
