Volume Fraction (%),Elongation At Break (%)
2.407631646086892,-0.5463840553617294,
19.038581358401146,-1.0358416280504046,
19.482834449658824,-1.036287324270474,
19.82358111523359,-1.0365659944996275,
2.407631646086892,4.73923866744366,
19.038581358401146,3.6681667359559746,
19.482834449658824,6.434200848840576,
19.82358111523359,18.885280272642774,
2.407631646086892,-2.432139401522698,
19.038581358401146,-3.0322229127728715,
19.482834449658824,-3.0325913800220197,
19.82358111523359,-3.032788735307307,
2.407631646086892,-3.4356525210094486,
19.038581358401146,-4.090046765473726,
19.482834449658824,-4.100283295185264,
19.82358111523359,-4.110651758317491,
2.407631646086892,7.956429107534079,
19.038581358401146,7.520326907044692,
19.482834449658824,7.519921644531735,
19.82358111523359,7.519697322421084,
