EV (V),Elastic Modulus (GPa)
1.1476685776257067,7.137873461153344,
3.3074693625683316,7.564373992250161,
3.5199454626752646,7.629745575672141,
15.815544322412237,102.54873473340768,
1.1476685776257067,1.990790857815189,
3.3074693625683316,2.3856768261868995,
3.5199454626752646,2.618827277747503,
15.815544322412237,101.89576708367977,
1.1476685776257067,-5.513404293803122,
3.3074693625683316,-5.591706779663931,
3.5199454626752646,-5.798944013133694,
15.815544322412237,-6.298984618760509,
1.1476685776257067,5.039467548125102,
3.3074693625683316,4.88151889671516,
3.5199454626752646,4.784516025851431,
15.815544322412237,4.333728714081055,
1.1476685776257067,-1.413910421782408,
3.3074693625683316,1.0424087910292048,
3.5199454626752646,1.9300898289296713,
15.815544322412237,398.18599186359876,
