Degradation Temperature (°C),Porosity (%)
1.0363672461823548,-2.250247888567383,
4.051241555748937,0.15654910065205696,
5.009325136259244,0.7413188624268976,
11.326774969512988,18.729227960399975,
0.30638730042073403,9.145093582093601,
9.00523936086472,7.917798789863333,
12.491205543469926,7.867925192991958,
16.010929130238058,7.852673295970361,
1,0.5131630673492976,
2,0.5182319520471174,
7,0.22081975319368796,
17,-0.21190035642842264,
3.0839787436712385,-5.226010687459665,
16.20913571575731,-5.668178536723159,
17.246824175432685,152.1817020033599,
17.630763911191963,44.388637860342754,
10,4.211581006166863,
13,8.554743785328807,
18,5.703569644282159,
19,24.696697365440453,
