Dielectric Constant,Electrical Resistivity (Ω·m)
4.713569567337716,-6.2124643556476205,
8.329115156468925,-6.455435400501146,
9.481624516641034,-6.46641657506172,
11.171150621846863,-6.582511004738276,
15.483268091139879,-6.68831605751374,
17.07754271315182,-6.70940405982343,
4.713569567337716,-0.7763573459216575,
8.329115156468925,8.468239432393059,
9.481624516641034,5.92168323395836,
11.171150621846863,17.12707417033606,
15.483268091139879,136.42751519164977,
17.07754271315182,-70.43770857038058,
