Hardness (HV),Crystallinity (%)
1.83418395977756,-2.1139503771952692,0.24% Organophilic clay
13.347019545440574,-2.753051966692749,0.24% Organophilic clay
17.2320794633506,-2.7657470695255135,0.24% Organophilic clay
17.43516191145379,-2.765895795765099,0.24% Organophilic clay
19.9547884120076,-2.768911671115283,0.24% Organophilic clay
1.83418395977756,1.1239518060085798,0.24% Organophilic clay
13.347019545440574,0.5841989766847894,0.24% Organophilic clay
17.2320794633506,0.5724659531078575,0.24% Organophilic clay
17.43516191145379,0.572200151440191,0.24% Organophilic clay
19.9547884120076,0.5694550264288541,0.24% Organophilic clay
1.83418395977756,-0.9417040669925278,0.54% Organophilic clay
13.347019545440574,67.84703825700942,0.54% Organophilic clay
17.2320794633506,401.1482125597538,0.54% Organophilic clay
17.43516191145379,376.66726965824165,0.54% Organophilic clay
19.9547884120076,757.1566152906723,0.54% Organophilic clay
