Ion Beam Dose (Gy),Galvanic Potential (V)
2.3343217346367684,1.3988228500415254,
8.918172455874831,0.861447953176987,
9.16198703779568,0.8884256862130904,
2.3343217346367684,-0.9778029378250839,
8.918172455874831,-1.3585780946608061,
9.16198703779568,-1.327157516438394,
2.3343217346367684,-2.713166965782275,
8.918172455874831,-3.2202039427890377,
9.16198703779568,-3.269908864412472,
2.3343217346367684,-5.2578799754042675,
8.918172455874831,-5.737393716086226,
9.16198703779568,-5.73917665538298,
2.3343217346367684,7.365777153054135,
8.918172455874831,7.057562250590078,
9.16198703779568,7.039381540193173,
