Drying Time (h),Magnetic Susceptibility
4.389513122556896,6.94093890430902,
13.376231496371393,6.66558182171389,
16.143555681868996,6.655272247129857,
4.389513122556896,-2.416515852644186,
13.376231496371393,-13.75293321718321,
16.143555681868996,156.83492518096278,
4.389513122556896,-1.3789753474134958,
13.376231496371393,0.5088257894499937,
16.143555681868996,8.522176118402712,
4.389513122556896,-6.755473533262557,
13.376231496371393,-4.791618467145851,
16.143555681868996,-4.2488555621314426,
4.389513122556896,-3.9775332297308346,
13.376231496371393,-4.347726858588984,
16.143555681868996,-4.3978631109926685,
