Heat Treatment Time (h),Conductivity (S/m)
0.9295002831334864,-0.9476711678437209,
5.139185725621742,-1.5885567782642664,
11.578659094147119,-1.8135203820801062,
14.75463050423166,-1.835753378459267,
16.57198795612262,-1.840902899981967,
0.9295002831334864,8.154587263041632,
5.139185725621742,10.891435613388275,
11.578659094147119,79.47366235123434,
14.75463050423166,63.924760683669035,
16.57198795612262,158.25457317426202,
0.9295002831334864,-1.9992477429008366,
5.139185725621742,-1.4755232894930643,
11.578659094147119,0.01763719528656882,
14.75463050423166,-5.8705711252725985,
16.57198795612262,5.740983030467868,
0.9295002831334864,-0.3418427653609335,
5.139185725621742,-0.7489555712432947,
11.578659094147119,-0.915347891086808,
14.75463050423166,-0.9360468172279688,
16.57198795612262,-0.9400334013265225,
0.9295002831334864,2.295521805252105,
5.139185725621742,2.7319345034741893,
11.578659094147119,1.550227929697039,
14.75463050423166,-0.8516767317232405,
16.57198795612262,1.2907445915482567,
