Nanoparticle Mass (%),Coercivity (A/m)
2.1137352995019754,1.558357039776467,
3.804745972593113,1.3346411033397114,
9.685791320654813,1.0009992250027027,
10.710284397499477,0.9938771277753955,
2.1137352995019754,7.3083836369191335,
3.804745972593113,7.246526921533383,
9.685791320654813,6.417600725707384,
10.710284397499477,17.078561154263454,
2.1137352995019754,-6.031821389390251,
3.804745972593113,-6.191656896285011,
9.685791320654813,-6.464216561810307,
10.710284397499477,-6.485062904607348,
