Aging Time (h),Degradation Temperature (°C)
2.2186859129907166,7.276024646709385,
2.985785399875356,7.366083147334811,
4.6456041068418426,7.082751409990294,
9.10334383466116,6.961618600705171,
15.145282013778225,6.776668701760105,
15.370039353427325,6.771875874126981,
2.2186859129907166,6.39350347108663,
2.985785399875356,5.332739078531725,
4.6456041068418426,8.616121194402364,
9.10334383466116,14.641834765485537,
15.145282013778225,96.45607346134331,
15.370039353427325,331.8438842303682,
2.2186859129907166,2.070712577767016,
2.985785399875356,2.0703198738178576,
4.6456041068418426,2.367841691647266,
9.10334383466116,24.03434967860853,
15.145282013778225,169.5802609298772,
15.370039353427325,285.56345799991516,
2.2186859129907166,-2.412029297320902,
2.985785399875356,-2.5410328466990633,
4.6456041068418426,-2.6777093546107875,
9.10334383466116,-2.787951049016883,
15.145282013778225,-2.9909902396022843,
15.370039353427325,-2.9689444526979254,
2.2186859129907166,3.0303328894665835,
2.985785399875356,3.7205919429301177,
4.6456041068418426,3.672871030489419,
9.10334383466116,4.321112387086066,
15.145282013778225,10.358420514801105,
15.370039353427325,0.6266087875987285,
