Gamma Radiation Dose (Gy),Electrical Conductivity (S/m)
2.4465410597434567,6.193847623119346,
2.874497370097966,6.290378563417837,
9.847950446500473,5.838784640006382,
13.634327566089997,5.662072658126462,
17.57188030758923,5.5746972728131565,
18.431764794485332,5.564103637084343,
2.4465410597434567,0.5761536653507715,
2.874497370097966,1.0799128294275937,
9.847950446500473,2.4402304554732934,
13.634327566089997,7.5165027409703775,
17.57188030758923,11.040056511954438,
18.431764794485332,12.0171507176472,
2.4465410597434567,3.613315697151717,
2.874497370097966,3.5805818004178653,
9.847950446500473,24.06697628001635,
13.634327566089997,79.19013907421233,
17.57188030758923,-156.28980914774493,
18.431764794485332,154.75361960697376,
2.4465410597434567,-3.7157945825626646,
2.874497370097966,-3.8631931333905585,
9.847950446500473,5.978380756632433,
13.634327566089997,109.04682247923994,
17.57188030758923,32.466856870509666,
18.431764794485332,-280.835980750497,
2.4465410597434567,-3.5183161956555873,
2.874497370097966,-3.368350365665877,
9.847950446500473,-3.7761615789687326,
13.634327566089997,-3.876168657986883,
17.57188030758923,-3.9595506676583785,
18.431764794485332,-3.9713095685410185,
