Pore Volume (cm³/g),Fatigue Strength (MPa)
1.5879220617743162,4.768945122023779,
3.0353829559418344,4.862869492671937,
16.498374881924725,287.0400963214637,
1.5879220617743162,-0.6899261437400686,
3.0353829559418344,-0.6744049033225774,
16.498374881924725,-1.4049434042585378,
1.5879220617743162,-2.0939398887764007,
3.0353829559418344,-1.8924219309283514,
16.498374881924725,104.73408264167536,
1.5879220617743162,4.477665559614957,
3.0353829559418344,4.266903621890831,
16.498374881924725,12.159090389548101,
1.5879220617743162,5.5921003109109755,
3.0353829559418344,5.205553286326386,
16.498374881924725,7.154435237971114,
