Volume Fraction (%),Galvanic Potential (V)
0.3558375716721951,5.894213577300275,PA 11
7.0374615809541385,8.179991491269707,PA 11
9.440136314270628,21.43224551314855,PA 11
0.3558375716721951,-2.4497191414113137,Poly(vinyl chloride)
7.0374615809541385,7.131922584003668,Poly(vinyl chloride)
9.440136314270628,7.303006346837112,Poly(vinyl chloride)
0.3558375716721951,-1.4210022607798833,PET
7.0374615809541385,-0.2688442935175308,PET
9.440136314270628,-0.3150667717758222,PET
0.3558375716721951,0.6014882933204568,COC
7.0374615809541385,-0.28094275001898394,COC
9.440136314270628,-0.37114402698452137,COC
