Drying Temperature (°C),Poisson’s Ratio
0.8292964784641765,-4.2960160842559105,
7.380575622358531,-4.748062327999249,
10.047098649558366,-4.8007309938125555,
10.117376718458694,-4.808645311083859,
16.394414739161462,-4.846590703064654,
16.891987597123315,-4.846976092590961,
0.8292964784641765,6.464973091456667,
7.380575622358531,9.811395058490595,
10.047098649558366,8.109529873329958,
10.117376718458694,10.559787778474801,
16.394414739161462,10.74556787911826,
16.891987597123315,15.088955347196318,
